"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-05-31","16.11",,"0.00","0.0","0.0","66","73","56","  320","  320","28.0","35.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-06-01","9.62",,"0.00","0.0","0.0","60","72","51","  190","  280","21.9","25.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-06-02","10.29",,"0.00","0.0","0.0","64","75","54","  230","  230","18.1","23.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-06-03","10.74",,"0.55","0.0","0.0","69","80","60","  270","  270","21.9","29.1","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-06-04","10.51",,"0.10","0.0","0.0","72","83","63","  190","  190","21.0","28.0","    1",,"    1",,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-06-05","8.28",,"0.79","0.0","0.0","70","78","64","  250","  240","19.9","25.1","    1",,"    1",,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-06-06","10.51",,"0.16","0.0","0.0","72","86","63","  320","  190","25.9","42.9","    1","    1","    1",,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-06-07","12.97",,"0.00","0.0","0.0","72","78","63","  330","  330","23.9","35.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-06-08","12.30",,"0.00","0.0","0.0","68","78","60","  190","  190","21.9","25.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-06-09","10.96",,"0.00","0.0","0.0","71","81","62","  190","  190","21.9","25.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-06-10","12.75",,"0.00","0.0","0.0","71","79","64","  180","  180","25.9","36.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-06-11","15.21",,"0.77","0.0","0.0","68","74","63","  190","  180","25.9","34.0","    1","    1","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-06-12","9.40",,"0.00","0.0","0.0","71","83","65","  200","  190","19.9","21.9","    1","    1",,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-06-13","11.86",,"0.00","0.0","0.0","68","73","59","  360","  340","21.9","25.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-06-14","8.72",,"0.00","0.0","0.0","63","71","54","   20","   10","17.0","23.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-06-15","8.05",,"0.00","0.0","0.0","64","73","56","  150","   10","15.0","21.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-06-16","9.84",,"0.00","0.0","0.0","66","76","58","  130","   40","19.9","25.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-06-17","9.40",,"0.00","0.0","0.0","67","80","58","  120","  120","19.9","23.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-06-18","6.93",,"0.00","0.0","0.0","67","75","62","  140","  110","14.1","18.1","    1","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-06-19","6.71",,"0.00","0.0","0.0","69","78","64","  180","  170","18.1","21.0","    1","    1",,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-06-20","8.28",,"0.00","0.0","0.0","71","82","64","  180","  180","18.1","23.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-06-21","8.72",,"0.00","0.0","0.0","73","82","66","  180","  200","15.0","19.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-06-22","11.41",,"0.00","0.0","0.0","76","87","69","  190","  190","21.9","27.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-06-23","11.63",,"0.00","0.0","0.0","75","82","68","  160","  160","21.9","28.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-06-24","12.53",,"0.00","0.0","0.0","78","88","71","  260","  280","21.9","27.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-06-25","8.95",,"0.00","0.0","0.0","77","85","68","  180","  190","21.9","25.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-06-26","10.96",,"0.00","0.0","0.0","76","86","67","  190","  190","23.9","27.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-06-27","8.50",,"0.25","0.0","0.0","75","80","67","  240","  240","18.1","21.9","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-06-28","8.28",,"0.52","0.0","0.0","77","86","68","  220","  220","32.0","42.9","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-06-29","10.29",,"0.02","0.0","0.0","77","89","68","   40","   40","21.0","25.9",,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-06-30","7.61",,"0.00","0.0","0.0","73","81","67","  160",,"21.0",,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-07-01","5.82",,"0.06","0.0","0.0","71","80","66","  190","  180","16.1","21.0","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-07-02","5.82",,"0.00","0.0","0.0","75","90","65","  340","  340","18.1","23.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-07-03","8.50",,"0.42","0.0","0.0","82","91","70","  110","  110","21.0","25.9","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-07-04","9.62",,"0.00","0.0","0.0","74","85","68","  190","   10","14.1","19.9","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-07-05","8.72",,"0.00","0.0","0.0","77","88","71","  220","  200","16.1","21.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-07-06","8.72",,"0.03","0.0","0.0","80","91","71","  180","  170","25.1","33.1",,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-07-07","9.62",,"0.00","0.0","0.0","75","82","71","  180","  180","18.1","21.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-07-08","11.86",,"0.02","0.0","0.0","78","84","74","  180","  170","19.9","23.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-07-09","7.83",,"0.00","0.0","0.0","78","86","73","  150","  150","15.0","18.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-07-10","17.00",,"2.33","0.0","0.0","76","79","73","   90","  100","36.9","46.1","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-07-11","14.32",,"0.04","0.0","0.0","76","82","74","  210","  200","30.0","36.9","    1",,"    1",,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-07-12","13.87",,"0.00","0.0","0.0","80","90","73","  230","  230","23.0","27.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-07-13","10.96",,"0.00","0.0","0.0","80","88","72","  200","  200","21.0","23.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-07-14","10.07",,"0.00","0.0","0.0","80","88","72","   30","   10","23.0","27.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-07-15","9.17",,"0.00","0.0","0.0","75","78","70","  160","  170","15.0","19.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-07-16","10.51",,"0.00","0.0","0.0","72","76","68","  140","  130","18.1","25.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-07-17","9.62",,"0.10","0.0","0.0","73","81","69","  180","  190","17.0","21.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-07-18","5.82",,"0.00","0.0","0.0","80","89","71","  180","  200","14.1","17.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-07-19","12.30",,"0.00","0.0","0.0","80","88","74","  180","  180","23.9","29.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-07-20","10.51",,"0.00","0.0","0.0","85","97","77","  230","  230","21.9","25.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-07-21","7.61",,"0.00","0.0","0.0","85","90","76","  170","  160","17.0","19.9",,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-07-22","8.95",,"0.69","0.0","0.0","81","90","73","  290","  300","40.9","52.1","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-07-23","11.86",,"0.05","0.0","0.0","77","85","74","  230","  230","25.1","31.1","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-07-24","5.59",,"0.35","0.0","0.0","77","79","72","  230","  230","23.9","30.0","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-07-25","8.28",,"0.00","0.0","0.0","78","85","71","  190","  190","18.1","21.9","    1",,,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-07-26","11.41",,"0.00","0.0","0.0","82","93","76","  270","  270","23.0","25.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-07-27","12.75",,"0.00","0.0","0.0","85","94","76","  230","  240","21.9","25.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-07-28","11.63",,"0.00","0.0","0.0","86","93","79","  230","  220","23.0","25.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-07-29","9.17",,"0.00","0.0","0.0","82","86","75","  160",,"17.0",,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-07-30","8.95",,"0.00","0.0","0.0","81","88","74","  190","  190","18.1","23.0","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-07-31","7.61",,"1.07","0.0","0.0","76","82","70","  260","  250","38.0","45.0","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-08-01","7.61",,"0.00","0.0","0.0","78","86","71","  170","  160","16.1","19.9","    1",,,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-08-02","16.33",,"0.00","0.0","0.0","80","85","76","  180","  180","28.0","35.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-08-03","11.63",,"0.13","0.0","0.0","81","88","71","  210","  200","42.9","52.1","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-08-04","18.12",,"0.12","0.0","0.0","77","82","72","  150","  160","53.9","70.0","    1",,"    1",,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-08-05","8.72",,"0.00","0.0","0.0","78","88","70","  230","  230","17.0","23.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-08-06","5.14",,"0.03","0.0","0.0","75","79","69","  160","  180","14.1","16.1",,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-08-07","7.61",,"0.36","0.0","0.0","73","80","68","  120","  120","16.1","19.0","    1",,"    1",,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-08-08","5.37",,"0.00","0.0","0.0","74","83","71","  150","  150","14.1","16.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-08-09","10.74",,"0.00","0.0","0.0","76","82","70","  180","  190","21.9","27.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-08-10","10.74",,"0.00","0.0","0.0","79","87","74","  190","  180","23.0","27.1","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-08-11","10.96",,"0.00","0.0","0.0","78","83","72","  180","  180","23.9","30.0","    1","    1",,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-08-12","6.04",,"0.50","0.0","0.0","78","86","74","  190","  180","14.1","16.1","    1",,"    1",,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-08-13","3.80",,"0.01","0.0","0.0","77","80","74","   40","   30","12.1","13.0","    1",,"    1",,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-08-14","8.28",,"0.00","0.0","0.0","79","86","72","  110","  100","21.0","25.1","    1",,,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-08-15","11.41",,"0.00","0.0","0.0","76","85","70","   60","   70","18.1","23.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-08-16","13.20",,"0.29","0.0","0.0","70","71","67","   20","   10","21.9","25.9","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-08-17","10.74",,"0.06","0.0","0.0","71","78","63","  190","  200","23.0","28.0","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-08-18","9.17",,"0.07","0.0","0.0","73","84","62","  280","  280","23.9","29.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-08-19","4.25",,"0.35","0.0","0.0","71","76","66","   40","  290","13.0","16.1","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-08-20","7.61",,"0.00","0.0","0.0","71","79","62","  180","  170","15.0","19.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-08-21","12.97",,"0.00","0.0","0.0","74","82","69","  190","  190","23.0","27.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-08-22","10.51",,"0.00","0.0","0.0","78","86","73","  190","  190","21.0","23.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-08-23","8.05",,"0.00","0.0","0.0","76","83","70","  190","  180","15.0","19.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-08-24","8.95",,"0.00","0.0","0.0","79","88","73","  260","  250","17.0","21.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-08-25","13.42",,"0.08","0.0","0.0","83","92","72","  310","  310","35.1","44.1",,,"    1",,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-08-26","13.87",,"0.00","0.0","0.0","75","81","68","  310","  300","25.1","31.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-08-27","8.95",,"0.69","0.0","0.0","77","92","68","  360","  330","40.9","51.0","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-08-28","11.41",,"0.03","0.0","0.0","77","87","71","  190","  190","21.9","25.1","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-08-29","11.41",,"0.10","0.0","0.0","74","79","72","  300","  300","18.1","25.1","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-08-30","12.97",,"0.00","0.0","0.0","75","82","63","  300","  310","23.9","34.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-08-31","6.71",,"0.00","0.0","0.0","69","75","60","  140","  140","10.1","14.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-09-01","11.18",,"0.20","0.0","0.0","72","79","67","   90","  100","17.0","23.9","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-09-02","9.84",,"0.07","0.0","0.0","73","80","70","  180","  180","17.0","21.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-09-03","9.84",,"0.51","0.0","0.0","78","86","73","  180","  350","21.0","25.9","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-09-04","8.28",,"0.00","0.0","0.0","78","88","69","  310","  320","16.1","23.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-09-05","10.51",,"0.00","0.0","0.0","72","78","64","  210","  210","19.9","25.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-09-06","10.51",,"0.00","0.0","0.0","72","80","63","  180","  180","21.9","27.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-09-07","6.93",,"0.00","0.0","0.0","72","79","63","  160","  160","16.1","19.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-09-08","5.37",,"0.00","0.0","0.0","72","79","63","  160",,"8.9",,"    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-09-09","6.04",,"0.00","0.0","0.0","73","79","67","  140",,"10.1",,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-09-10","6.49",,"1.36","0.0","0.0","75","81","73","  180",,"8.9",,"    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-09-11","9.40",,"0.00","0.0","0.0","74","76","65","   30","   30","17.0","21.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-09-12","11.18",,"0.00","0.0","0.0","66","71","59","  130","  110","17.0","23.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-09-13","10.51",,"0.00","0.0","0.0","67","75","60","  170","  150","15.0","23.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-09-14","13.42",,"0.00","0.0","0.0","73","76","59","   10","  350","21.9","31.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-09-15","8.05",,"0.00","0.0","0.0","61","70","53","  360","   10","21.0","25.9",,,,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-09-16","9.84",,"0.00","0.0","0.0","63","72","55","  210","  200","17.0","21.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-09-17","6.71",,"0.00","0.0","0.0","69","74","64","  230","  220","13.0","16.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-09-18","15.43",,"0.04","0.0","0.0","68","72","55","   10","   10","28.0","35.1","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-09-19","13.20",,"0.00","0.0","0.0","58","66","49","   20","  360","23.9","32.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-09-20","11.41",,"0.00","0.0","0.0","56","65","49","   30","   40","28.0","32.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-09-21","9.17",,"0.00","0.0","0.0","56","67","46","   40","   70","21.0","25.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-09-22","13.42",,"0.00","0.0","0.0","60","74","47","  330","  340","23.0","30.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-09-23","10.51",,"0.00","0.0","0.0","68","82","56","  310","  300","21.9","25.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-09-24","5.82",,"0.00","0.0","0.0","67","76","56","  240","  240","13.0","14.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-09-25","5.82",,"0.00","0.0","0.0","67","75","58","  170","  140","12.1","19.0","    1",,,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-09-26","6.71",,"0.00","0.0","0.0","68","76","62","  100","  100","16.1","19.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-09-27","6.04",,"0.06","0.0","0.0","71","79","66","  160","  160","15.0","19.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-09-28","14.32",,"0.04","0.0","0.0","71","77","68","  170","  170","21.0","25.1","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-09-29","12.30",,"0.13","0.0","0.0","70","72","67","  170","  160","23.9","36.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-09-30","17.90",,"0.45","0.0","0.0","68","72","61","  180","  190","38.0","48.1","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-10-01","11.18",,"0.00","0.0","0.0","66","75","60","  230","  230","21.0","23.9",,,,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-10-02","9.62",,"0.04","0.0","0.0","63","68","55","  300","  310","21.0","25.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-10-03","8.28",,"0.00","0.0","0.0","60","68","51","  230","  220","17.0","21.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-10-04","6.93",,"0.00","0.0","0.0","58","69","47","  130","  140","15.0","19.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-10-05","6.71",,"0.00","0.0","0.0","61","70","53","   20","   10","15.0","18.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-10-06","9.84",,"0.07","0.0","0.0","62","70","56","  220","  210","21.0","25.1","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-10-07","18.12",,"0.00","0.0","0.0","66","78","59","  330","  290","29.1","38.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-10-08","15.43",,"0.00","0.0","0.0","62","67","52","  310","  310","25.9","33.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-10-09","8.05",,"0.00","0.0","0.0","58","68","48","  220","  220","19.9","25.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-10-10","12.75",,"0.00","0.0","0.0","64","71","59","  220","  220","21.0","23.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-10-11","11.41",,"0.00","0.0","0.0","66","69","57","   80","   70","21.0","27.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-10-12","15.66",,"1.10","0.0","0.0","55","57","50","   50","   40","23.0","29.1","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-10-13","14.76",,"0.14","0.0","0.0","58","61","56","   30","   30","21.9","29.1","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-10-14","10.51",,"0.00","0.0","0.0","59","69","51","  230","  310","19.9","23.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-10-15","14.76",,"0.00","0.0","0.0","62","70","55","  180","  170","25.1","35.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-10-16","11.63",,"1.54","0.0","0.0","60","65","48","  320","  320","23.0","25.9","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-10-17","8.95",,"0.15","0.0","0.0","53","62","45","  310","   20","19.9","25.1","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-10-18","8.95",,"0.00","0.0","0.0","53","63","42","  140","  140","19.9","23.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-10-19","7.83",,"0.00","0.0","0.0","57","67","49","  140","  140","16.1","19.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-10-20","4.92",,"0.03","0.0","0.0","62","70","57","  150","  150","10.1","13.0","    1","    1",,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-10-21","4.47",,"0.00","0.0","0.0","63","68","60","  140","  140","12.1","15.0","    1","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-10-22","3.80",,"0.00","0.0","0.0","64","67","60","  150","   80","6.9","12.1","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-10-23","5.82",,"0.01","0.0","0.0","64","68","61","  140","  140","13.0","15.0","    1","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-10-24","10.07",,"0.00","0.0","0.0","64","70","50","  340","  360","19.9","23.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-10-25","9.84",,"0.02","0.0","0.0","50","54","44","  360","   80","18.1","21.9","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-10-26","8.05",,"0.11","0.0","0.0","54","59","51","   80","   90","18.1","23.9","    1","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-10-27","6.71",,"0.00","0.0","0.0","58","60","54","  350","  360","19.9","21.9","    1","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-10-28","5.82",,"0.10","0.0","0.0","55","58","52","  240","  280","10.1","12.1","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2020-10-29","13.42",,"1.19","0.0","0.0","54","57","46","   30","   30","28.0","36.0","    1",,,,,,,
